label	x	x	SentenceA	SentenceB
1	x	x	Staff was helpful location to activities was convenient always felt well attended to by staff Convenient breakfast to start my day and handy bar to end my day	handy bar
0	x	x	Dirty room dust around bed dirty carpet and destroyed floor Shower head with very poor water pressure	very poor floor
1	x	x	It does sit on a tram line literally across the street so access to Amsterdam was fast and easy Also because it was away from downtown a little bit	across the street tram line
1	x	x	The bathtub was also very luxurious and I liked the toiletries The employees also had really good recommendations of things to do that weren t on the main travel sites	had really good recommendations employees
1	x	x	we reserved The light switches were dirty and the bathroom was smelling like stagnant urine as it was not cleaned for weeks We had to stay the night since we werd	smelling like stagnant bathroom
1	x	x	Close to cruise terminal close to river cruises	Close cruise terminal
1	x	x	The employees here give unparalleled service and always with a smile Several times they have given me a free upgrade The Executive Suites are great lots of room and great deals Treat yourself well and stay at this Hotel	great Executive Suites
1	x	x	Too Dark in the rooms some lamps did not work	did not work lamps
0	x	x	Close to cruise terminal close to river cruises	close cruise terminal
1	x	x	Style of hotel reastaurant and bar were fantastic Staff went above and beyond Extremely helpful and friendly	beyond Extremely helpful and friendly Staff
1	x	x	spacious room good and large bed nice rainshower	nice rainshower
1	x	x	Excellent location friendly smart hotelpersonell great restaurant and super neat rooms	Excellent location
0	x	x	The coolest accomodation ever Staff were so friendly interier is so cool and funky rooms were beautiful lots of things to do to interact with other travellers pool gym table tennis photo bool heaps of lounges and a yummy restaurant Also lots of things to do from the hotel such as rent bikes etc 2 mins walk from train station which is 2 stops away from Red Light District supermarket across the road and surrounded by awesome eateries will definitely be back Thanks for such an amazing stay	yummy things to do
0	x	x	Great location Good bar and food facilities Good gym facilities	Good food facilities
0	x	x	It was very easy to find Being a wee bit out of the centre meant it felt very peaceful Transport links are great The staff were wonderful very friendly and in a genuine way They were very helpful and can answer questions about sightseeing locations	very peaceful Transport
1	x	x	Expensive breakfast not so near from central part just 10 min walking from nearest metro station but very expensive if you take a taxi it s far from all the stuff I wanted to do	10 min walking from nearest metro station
0	x	x	The location was good as it was right next to a tram stop making it easy to access the city centre	easy to access tram stop
0	x	x	GREAT Location Near everything in particular museums	Near Location
1	x	x	Comfy beds and nice and quiet and away from the bustle but close enough to walk into the centre or get the tram	Comfy beds
1	x	x	Even our room was dark and had hotel inside view	dark room
1	x	x	Beds very comfy and reception staff very friendly and very helpful	very comfy Beds
0	x	x	location people are friendly but hotel bookkeeping and management system makes their help useless	friendly management system
1	x	x	We had a superior room on the18 floor with a city view one of the best views in town	best views in town
1	x	x	Very comfortable room for suitable price very friendly and helpful staff excellent location quite central but district is not overcrowded excellent view from the room and very nice view from the restaurant restaurant cuisine is delicious	helpful staff
1	x	x	After being seated in the hotel s cafe we had to wait over 20 minutes for a waiter to take our drinks order The reception staff were friendly but were not very efficient either The breakfast was also very expensive even though there was not much choice	20 minutes wait
1	x	x	The hotel restraunt food is quite average and extremely overpriced plenty of other restraunts and takeaway places within walking distance though so not a huge issue	within walking distance restraunts and takeaway places
1	x	x	Servicing of rooms poor for the quality of the hotel One day of our two day stay only one bath towel was replaced and on the other no toileteries were replaced and tea bags not replaced Room for improvement in room servicing but front counter staff were excellent	poor toileteries
0	x	x	Good location very clean and the beds were really comfy	very clean location
1	x	x	My mobile phone was taken at the reception and the Staff were not helpful in helping me to retrieve this	not helpful Staff
1	x	x	Also there is complimentary coffee tea hot chocolate etc in reception The staff were helpful and friendly Location was good and contrary to some comments the reception is not at all difficult to find	good Location
1	x	x	The bed was pretty hard but the pillows were super soft and so comftable the tram stop is like 5 7 min walk from the hotel then a good 15 mins into the centre but other than that it s a lovely hotel	lovely hotel
1	x	x	modern installations Staff could not do enough for us Staff also are uniformed in excellent attire Free applesand bottled water Would not hesitate to stay there again	uniformed in excellent attire Staff
